amount,name,unit
150,Stärke,g
3,Backpulver,TL
,Agar-Agar zum Abbinden,
200,Sahne,ml
3,Sojasauce,EL
30,Puderzucker,g
100,rote Linsen,g
1,Knoblauchzehe,
5,Ingwer,g
1,rote Chili,
2,Olivenöl,EL
1,Currypulver,TL
400,Geflügelfond,ml
200,geschälte Tomaten,g
50,Kokosmilch,ml
,Salz,
2,Frühlingszwiebeln,
4,Zitronengras,Stange(n)
1,Sahnesteif,Päckchen
180,Bio-Garnelen,g
,Pfeffer,
250,Quinoa,g
190,Zucker,g
1,Bourbon Vanillezucker,Packung(en)
100,Berglinsen,g
,Salz,
1,Römersalat,Kopf
4,Möhren,
1,Lauchzwiebeln,Bund
1,Avocado,
1,Granatapfel,
300,Naturjoghurt,g
1,Olivenöl,EL
1,Honig,TL
,Pfeffer,
,etwas Zitronensaft,
3,Sonnenblumenkerne,EL
300,Spaghetti,g
,Salz,
1,Petersilie,Bund
1,Zwiebel,
2,Möhren,
2,Öl,EL
1,REWE Bolognese Soße,Glas
5,Öl,EL
,Ras el Hanout,
,Salz,
80,Mandelkerne mit Haut,g
150,Blattspinat,g
80,getrocknete Aprikosen,g
200,REWE Bio Tellerlinsen,g
,Pfeffer,
200,REWE Bio Rinderhüftsteak,g
50,getrocknete Aprikosen,g
100,blanchierte Mandeln,g
50,Kokoschips,g
,Pfeffer,
4,Möhren,
1,Ahornsirup,EL
,Joghurt und Früchte nach Wahl,
3,Lupinenflocken,EL
3,Haferflocken,EL
200,Kokosmilch,ml
1,Mango,
25,goldene Leinsamen,g
150,TK-Himbeeren,g
2,Kokoschips,EL
2,Chiasamen,EL
150,Haferflocken,g
140,Sonnenblumenkerne,g
80,Leinsamen,g
25,braune Leinsamen,g
50,geschälte Pistazien,g
2,reife Bananen,
3,Chiasamen,EL
1,Honig,EL
1,Salz,TL
6,REWE Beste Wahl Frische Eier aus Freilandhaltung,
3,Milch,EL
,Salz,
"1,50",REWE Bio Süßrahmbutter,EL
300,Nordseekrabben,g
,Pfeffer,
"0,50",Schnittlauch,Bund
4,REWE Bio Pumpernickel,Scheibe(n)
2,ja! Basmati-Reis,Tasse(n)
400,ja! Brechbohnen,g
"0,50",Limette,
1,Knoblauch,Zehe(n)
5,Honig,EL
150,Sojasauce,ml
200,Gemüsebrühe,ml
2,Eier (Größe M),
60,gemahlene Mandeln,g
3,Öl,EL
4,Sesamsamen,EL
1,Paprikapulver edelsüß,TL
1,gemahlener Koriander,Prise(n)
,Salz,
,Cayennepfeffer,
1,ja! Hähnchen-Brustfilets,Päckchen
1,frischer Koriander,Bund
1,Frühlingszwiebeln,Bund
2,Roggenbrötchen,
100,frischer Spinat,g
1,Schnittlauch,Bund
1,Salz,TL
,Pfeffer aus der Mühle,
1,Muskat,Prise(n)
"1,50",Rapsöl,EL
"0,50",Radieschen,Bund
800,"Schweinefleisch, Schinken oder Rücken",g
4,Eier,
3,Eier,
,Salz,
70,Mehl,g
2,Butterschmalz,EL
1,"Schweinefleisch, in Streifen",kg
2,Knoblauch,Zehe(n)
1,"Paprikapulver, rosenscharf",EL
1,"Oregano, getrocknet",TL
150,Semmelbrösel,g
2,Pflanzenöl,EL
1,Honig,EL
1,kleine Zwiebel,
2,rote Paprika,
,Salz,
100,Metaxa,ml
50,Gemüsebrühe,ml
200,Sahne,ml
,Pfeffer,
1,Zwiebel,
2,Rosmarin,Zweig(e)
"0,50",Petersilie,Bund
,Salz,
,Pfeffer,
1,"Paprikapulver, edelsüß",TL
"0,50","Knoblauch, granuliert",TL
2,Pflanzenöl,EL
2,Tomatenmark,EL
1,"Schweinefleisch, Nacken oder Schulter",kg
150,Schinkenwürfel,g
100,Reiswaffeln,g
3,Tomatenmark,TL
1,geräuchertes Paprikapulver,Msp.
1,Rapsöl,EL
1,rote Zwiebel,
,Salz,
,Pfeffer,
200,rote Linsen,g
125,Bulgur,g
1,Zwiebel,
2,Olivenöl,EL
3,Ajvar,EL
1,Paprikapulver,TL
1,Kreuzkümmel,TL
1,Zitrone,
,Pfeffer,
2,Romana Salatherzen,
150,Joghurt,g
2,Blumenkohl,Köpfe
500,Champignons,g
2,rote Paprikaschoten,
2,gelbe Paprikaschoten,
2,Möhren,
2,Lauchzwiebeln,
1,Ingwer,Stück
1,rote Zwiebel,
,Kurkuma,
2,Sojasoße,EL
,Pfeffer,
"1,50","Paprikapulver, edelsüß",TL
4,Erdnussmus,EL
,Salz,
1,Koriander,Bund
2,REWE Beste Wahl Alaska-Seelachsfilet,Packung(en)
1,Knoblauch,Zehe(n)
2,Rosmarin,Zweig(e)
1,Fenchel,Knolle(n)
1,"Paprika, rot",
1,Karotte,
2,REWE Feine Welt Lesvos Olivenöl,EL
,Salz,
,REWE Bio Pfeffer,
12,Cocktailtomaten,
15,Basilikum,g
2,Zitronen,
4,große Ofenkartoffeln,
2,Sonnenblumenöl,EL
1,kleine Zwiebel,
200,Frischkäse,g
,Salz,
,Pfeffer,
"0,50",Schnittlauch,Bund
3,kleine rote Bete,
"1,50",Olivenöl,TL
,Fleur de Sel,
,Dill,
1,Röstzwiebeln,EL
5,Kardamomkapseln,
2,Nelken,
2,Bio Brühe,EL
1,Paprikapulver,EL
1,Chiliflocken,TL
1,gemahlener Koriander,TL
1,Kurkumapulver,TL
2,geräuchertes Paprikapulver,TL
1,gemahlener Ingwer,TL
1,gefriergetrocknete Petersilie,TL
2,Kreuzkümmel,TL
"0,50",gemahlener Zimt,TL
40,Buchweizen,g
300,"Kartoffeln, festkochend",g
300,Möhren,g
1,kleine Zwiebel,
3,Sonnenblumenkerne,EL
"0,50",Fenchelsamen,TL
,Salz,
,Pfeffer,
,Muskatnuss,
200,Hüttenkäse,g
1,"Dill, gehackt",TL
"1,50",Olivenöl,EL
2,Zitronensaft,TL
1,Milch,Schuss
200,Mangold,g
70,Lauch,g
1,Ei,
,Salz,
2,Mehl,EL
1,Kichererbsen,Dose(n)
4,Rapsöl,EL
4,Pimentkörner,
,Kreuzkümmel,
,Salz,
80,Zartbitterschokolade,g
"0,50",Erdnüsse,EL
500,Zucchini,g
1,Gemüsezwiebel,
1,Olivenöl,EL
200,Gemüsebrühe (Instant),ml
,REWE Beste Wahl Tafelsalz,
,REWE Beste Wahl Pfeffer a. d. Mühle,
2,Erdnussbutter,EL
3,Agavendicksaft,EL
1,Vanilleschote,
1,Italienische Kräutermischung (oder gemischte TK-Kräuter italienische Art),Packung(en)
30,Pinienkerne,g
50,Erdnussbutter,g
5,Kokosöl,g
,grobes Meersalz,
20,dunkle Schokolade,g
25,Butter,g
750,gelbe Möhren (möglichst dicke Exemplare),g
,rosenscharfes Paprikapulver,
5,Mehl,EL
"0,50",Backpulver,TL
1,Erdnüsse,TL
1,Zwiebel,
2,Knoblauchzehen,
1,rote Chilischote,
2,Zucker,EL
1,rote Paprika,
5,Möhren,
6,Tomaten,
500,Weißkohl (ca. ¼ Weißkohl),g
1,Korianderpulver,TL
"1,50",Kurkumapulver,TL
1,Paprikapulver,TL
"0,50",geräuchertes Paprikapulver,TL
1,Cayennepfeffer,TL
,Salz,
250,weiße Bohnen (Dose),g
2,Schalotten,
1,Knoblauchzehe,
200,Knollensellerie,g
1,Hokkaido-Kürbis,
50,Kürbiskerne,g
1,Öl,EL
350,Gemüsebrühe,ml
,Salz,
,Pfeffer,
2,Eier (Größe M),
3,Milch,EL
,Muskatnuss,
200,Cannelloni,g
60,geriebener Emmentaler,g
,ja! Jodsalz,
1,Zwiebel,
300,ja! gemischtes Hackfleisch,g
1,Senf,TL
200,ja! Balkan-Käse,g
1,Ei (Größe M),
,Pfeffer,
2,ja! Natives Olivenöl extra,EL
500,Gemüsebrühe,ml
2,Thymian,Stiel(e)
1,rote Paprikaschote,
2,brauner Zucker,EL
250,Milch,ml
2,ja! Branntwein-Essig hell,EL
"1,50",Tomatenmark,EL
,Küchengarn,
4,Eier (Größe L),
180,Zucker,g
1,Vanillezucker,Päckchen
180,Mehl,g
1,Backpulver,Päckchen
200,Wasser,ml
200,weiße Schokolade,g
10,Sahne,ml
400,Butter,g
50,Puderzucker,g
,pinke Lebensmittelfarbe,
200,Mehl,g
100,Butter,g
,Salz,
3,Rote Zwiebeln,
1,Ei (M),
3,Zwiebeln,
2,Öl,EL
120,Weißwein,ml
,Pfeffer,
"0,50",Petersilie,Bund
5,Olivenöl,EL
5,Eier,
,Fett für die Form,
2,Pastinaken,
500,Rote Bete (gegart),g
1,Bio-Orange,
1,heller Balsamico,EL
2,Olivenöl,EL
180,Sahne,ml
"0,50",Schnittlauch,Bund
,Sternanis (Pulver),
,Zucker,
600,Wildschweinfleisch aus dem Rücken,g
2,sehr frische Eier (Gr. M),
2,Bio-Zitronen,
1,Senf,TL
1,Honig,TL
200,Pflanzenöl,ml
2,Fleischtomaten,
4,Brötchen nach Wahl,
4,Preiselbeeren (Glas),EL
4,Eier,
5,säuerliche Äpfel (z.B. Topaz),
250,Mehl,g
1,Salz,Prise(n)
350,Milch,ml
130,Zucker,g
2,Mohn-Back,EL
,schwarzer Pfeffer (frisch gemahlen),
2,Öl,EL
,Puderzucker,
4,Maiskolben,
250,Butter (zimmerwarm),g
,Meersalz,
1,glatte Petersilie,Bund
1,Schnittlauch,Bund
1,Dill,Bund
,Sonnenblumenöl,
150,Milch,ml
100,Milch,ml
175,Zucker,g
"0,50",Salz,TL
30,Hefe,g
300,Mehl,g
2,Apfelmus,Gläser
50,Aprikosenkonfitüre,g
1,Pistazien,Päckchen
,Hagelzucker,
1,Zitrone,
500,Äpfel,g
350,Gelierzucker,g
10,REWE Beste Wahl Sahne-Karamell-Bonbons,
1,Salz,TL
3,Zucker,EL
2,Butter,EL
150,REWE Bio Schlagsahne,ml
2,Erdnussbutter,EL
30,"Erdnüsse, geröstet & gesalzen",g
75,zimmerwarme Butter,g
25,Mini-Marshmallows,g
500,REWE Beste Wahl Peanutbutter Eiscreme,ml
200,Vollmilch,ml
1,"Apfel, z.B. Granny Smith",
500,REWE Regional Kartoffeln (vorwiegend festkochend),g
1,REWE Regional Kohlrabi,
2,REWE Regional Lauch,Stange(n)
"0,50",Kerbel,Bund
"0,50",Petersilie,Bund
2,Rapsöl,EL
150,Gemüsebrühe,ml
,Salz,
,Pfeffer,
,Muskat,
1,Butter,EL
1,Mehl,EL
400,Milch,ml
200,Sahne,g
100,geriebener Käse,g
1,Blätterteig aus dem Kühlregal,Packung(en)
2,Öl zum Bestreichen der Formen,EL
1,Ei,
2,Milch,EL
300,REWE Regional Möhren,g
3,Eiweiß,
150,Zucker,g
2,Puderzucker,EL
160,weiche Butter,g
100,Zucker,g
1,Salz,Prise(n)
4,Eier,
200,Zartbitterschokolade,g
85,Mehl,g
75,gemahlene Mandeln,g
1,Speisestärke,EL
,Meersalz,
1,Backpulver,TL
100,Schokostreusel,g
200,"Konfitüre nach Wahl, z.B. Marillenkonfitüre",g
1,Backkakao,EL
1,Kokosöl,EL
100,"Mandeln, gestiftet",g
800,Milch,ml
1,Vanillezucker,Päckchen
"0,50",Hefe,Würfel
500,Mehl,g
1,Salz,Prise(n)
100,weiche Butter,g
1,Ei,
2,Vanillepuddingpulver,Päckchen
1,Knoblauchzehe,
200,Rosinen,g
50,Wasser,ml
100,Blattspinat,g
2,Knoblauchzehen,
1,Olivenöl,EL
,Salz,
190,Zucker,g
1,Vanillezucker,Päckchen
12,Eier,
8,Mahiki Coconut,cl
,Eiswürfel,
400,Happy Day Maracuja Saft,ml
100,Sodawasser,ml
4,Minze,Zweig(e)
200,Sojajoghurt,g
2,Bananen,
1,Mango,
40,Knuspermüsli,g
2,Kokoschips,EL
12,Himbeeren,
4,Mandeln,EL
2,Bananen,
300,REWE Bio fettarme Milch,ml
250,"REWE Bio Joghurt (1,5 %)",g
1,Honig,EL
1,Zimt,Prise(n)
,Eiswürfel,
6,mittelgroße festkochende Kartoffeln,
15,Schnittlauch,g
10,Dill,g
2,Knoblauchzehen,
1,Zitrone,
,Muskat,
,Salz,
,Pfeffer,
30,Parmesan gehobelt,g
50,Gouda gerieben,g
"0,50",Frühlingszwiebeln,Bund
2,Schalotten,
150,REWE Beste Wahl Kräuterquark,g
1,REWE Bio Avocado (reif),
1,Tomate,
1,Naturjoghurt,EL
1,REWE Bio Natives Olivenöl,TL
150,Amarettini,g
60,Butter,g
1,Mango,
3,Gelatine,Blätter
150,Dr. Oetker Crème légère,g
150,"Naturjoghurt (1,5 %)",g
50,REWE Bio Süßrahmbutter (weich),g
1,Vanillezucker,Packung(en)
150,Sahne,g
30,Raspelschokolade Zartbitter,g
3,Bio Zitronen,
250,Butter,g
250,Zucker,g
,Salz,
4,Eier,
250,Mehl,g
2,Backpulver,TL
100,Sahne,g
150,Dr. Oetker Crème double,g
60,Pistazien gehackt,g
2,Bio-Orangen,
2,Eier,
225,Puderzucker,g
1,Vanillezucker,Packung(en)
100,Naturjoghurt,g
250,Mehl,g
3,Backpulver,TL
6,gehackte Walnüsse,EL
4,Eier,
,Pfeffer,
12,Sandwichtoast,Scheibe(n)
150,Blaubeeren,g
4,Rapsöl,EL
75,Sonnenblumenöl,ml
"1,50",Backpulver,TL
150,Zuckerersatz (z.B. Erythrit),g
1,Vanilleschote,
100,Zucker,g
100,weiße Schokolade,g
300,Milch,ml
"0,50",Vanillezucker,Packung(en)
1,Salz,Prise(n)
200,gemahlene Haselnüsse,g
2,Natron,TL
120,Blaubeeren,g
1,REWE Regional Zucchini,
4,REWE Regional Zwiebeln,
2,Birnen,
50,geräucherter durchwachsener Speck,g
1,Salz,Prise(n)
75,Sonnenblumenöl,ml
250,REWE Frei von Mehlmischung,g
1,REWE Regional Ei,
200,Milch,ml
4,Öl,EL
,Salz,
,Pfeffer,
,Fett für das Blech,
200,Mehl,g
3,Eier (Größe M),
125,Zucker,g
1,Salz,Prise(n)
100,Mehl,g
200,Schokolade (60 % Kakaoanteil),g
175,weiche Butter,g
75,magere Schinkenwürfel,g
7,Kakaopulver,EL
200,Puderzucker,g
200,Butter,g
200,Zucker,g
4,Eier,
,Mehl für das Blech,
1,Backpulver,Packung(en)
2,Backpulver,TL
100,Puderzucker,g
2,Eier,große
300,Möhren (geraspelt),g
50,getrocknete Ananas,g
150,Zucker,g
125,Himbeeren,g
1,Zitrone,
100,gemahlene Mandeln,g
100,Kokosraspel,g
2,Speisestärke,EL
100,gemahlene Haselnüsse,g
1,Backpulver,TL
200,Mehl,g
"0,50",Zimt,TL
1,Limette,
100,Puderzucker,g
,Marzipanmöhrchen zur Deko,
125,Butter (zimmerwarm),g
125,Zucker,g
1,Ei,
500,Mehl,g
1,Natron,TL
"0,50",Salz,TL
2,Zimtpulver,EL
100,Frischkäse (zimmerwarm),g
"0,50",Nelkenpulver,TL
120,Butter,g
50,Mascarpone,g
400,Kartoffeln (festkochend),g
,bunte Zuckerschrift,
2,Zwiebeln,
1,Stange Porree,
5,Olivenöl,EL
,etwas Chili,
"0,25",Muskat,TL
200,Zuckerrübensirup,ml
1,Lorbeerblatt,
300,Thunfisch Filet,g
1,Spitz Paprika,
,frisch gemahlener schwarzer Pfeffer,
200,Mehl,g
"0,50",Backpulver,TL
"0,25",Salz,TL
320,Butter,g
150,Zucker,g
1,Paprika (rot),
2,Eier,
100,Buttermilch,g
150,REWE Bio TK Heidelbeeren,g
1,REWE Bio Zitrone,
1,Vanilleschote,
1,Paprika (gelb),
200,REWE Bio Frischkäse,g
2,REWE Beste Wahl  Heidelbeerkonfitüre,EL
125,frische Blaubeeren,g
1,Salz,Prise(n)
200,Puderzucker,g
,Muffin-Papierförmchen,
,Muffinblech,
"0,25",Hokkaido-Kürbis,
1,rote Zwiebel,
2,Rosmarin,Zweig(e)
100,Schmand,g
50,Ziegenfrischkäse,g
,Salz,
,Pfeffer,
400,Kartoffeln,g
2,Porree,Stange(n)
1,Flammkuchenteig,Rolle(n)
300,Weißkohl,g
250,Brokkoli,g
2,Speisemöhren,
1,Butterschmalz,EL
800,Gemüsebrühe,ml
50,Walnüsse,g
1,Zwiebel,
1,Lorbeerblatt,
,Salz,
,Pfeffer,
1,Petersilie,Bund
4,Mettenden,
4,Zwetschgen,
2,Schalotten,
30,frische Ingwerknolle,g
1,rote Peperoni,
110,Lachsfilet,g
,Speiseöl,etwas
100,geschälte Garnelen,g
30,Cashewkerne,g
1,brauner Zucker,EL
2,Sojasauce,EL
2,Sesamöl,EL
1,Limette,
2,Sesamsaat,EL
"0,50",Koriander,Bund
2,Süßkartoffeln,
1,"Paprika, rot",
1,"Paprika, gelb",
1,rote Zwiebel,
150,Hokkaidokürbis,g
1,Blumenkohl,
400,Naturjoghurt,g
1,Tomatenmark,EL
150,Schmand,g
4,“Suppenbrötchen” zum Servieren,
2,Currypulver,TL
1,"Kreuzkümmel, gemahlen",TL
,Salz,
1,Koriander,Bund
2,Zucchini,kleine
,Pfeffer,
1,Chili,
125,REWE Bio Süßrahmbutter,g
4,Eier,
250,REWE Bio Schweizer Edelbitter Schokolade,g
220,REWE Bio Weizenmehl Type 550,g
30,Kakao,g
4,ja! Backpulver,TL
1,Salz,Prise(n)
2,REWE Beste Wahl Frische Eier aus Freilandhaltung,
200,ja! Raffinade-Zucker,g
1,Vanillezucker,Päckchen
250,"REWE Bio frische Vollmilch 3,8%",g
600,Frittieröl,ml
,Meersalz,
,Pfeffer,
1,Minze,Bund
,Zimt,
1,Koriander,Bund
1,Granatapfel,
20,Sesam,g
2,Olivenöl,EL
1,Mango,
1,Limette,
1,Blumenkohl,Kopf
,Pfeffer,
,Salz,
1,Knoblauchpulver,TL
90,Pankomehl,g
60,Parmesan,g
1,"Paprikapulver, scharf",TL
4,Eier,
4,Milch,EL
70,Mehl,g
50,Öl,ml
2,Thymian,Zweig(e)
"0,50",Koriander,Bund
125,Shiitakepilze,g
2,Bio Karotten,
2,Frühlingszwiebeln,
2,Sesamöl,EL
12,"frische Riesengarnelen, entdarmt",
1,Chiliflocken,TL
"1,50",Brühe,l
150,Crème fraîche,g
2,Sweet-Chili-Sauce,EL
6,Sojasauce,EL
150,Mie Nudeln,g
2,Limettensaft,EL
4,Sesam,TL
200,Couscous,g
,Salz,
2,Knoblauch,Zehe(n)
1,Ingwer,Stück
1,Paprika,TL
4,Möhren,
4,REWE Bio Natives Olivenöl,EL
4,Zitronensaft,EL
50,Rosinen,g
1,großer REWE Bio Blumenkohl,
,Pfeffer,
2,REWE Bio Eier,
60,Paniermehl,g
4,Butterschmalz,EL
150,Salatmischung,g
200,Pfifferlinge (eingelegt),g
2,Schalotten,
200,REWE Bio Kirschtomaten,g
"0,50",Schnittlauch,Bund
2,REWE Feine Welt Lesvos natives Olivenöl,EL
,REWE Feine Welt Rosa Kristallsalz,
200,REWE Bio Schlagsahne,g
200,REWE Bio Gemüsebrühe (Instant),ml
1,Speisestärke,EL
,ja! Zucker,
,Muskat,
,REWE Bio Pfeffer,
3,Bananen,
200,Blaubeeren,g
400,Cashewkerne,g
300,Mandeln,g
550,getrocknete Datteln (Sorte Medjool),g
160,Ahornsirup,g
100,Apfelsaft,ml
300,REWE Feine Welt Elsässer Nester,g
1,kleiner Rotkohl,
400,Kartoffeln,g
1,rote Zwiebel,
1,Knoblauchzehe,
1,Öl,EL
"1,25",Gemüsebrühe,l
200,Crème fraîche,g
2,Milch,EL
2,Walnusskerne,EL
2,Pistazienkerne,EL
,Salz,
,Pfeffer,
1,Honig,EL
100,REWE Bio Milch,ml
"1,50",Blumenkohl,kg
1,"Kartoffeln, festkochend",kg
2,Eier (Größe M),
60,Semmelbrösel,g
1,Butter,EL
200,Erdbeeren,g
,Zitronensaft zum Abschmecken,
,Salz,
,Pfeffer,
,Muskat,
30,Petersilie,g
1,Blumenkohl,Kopf
2,Eier,
4,Paniermehl,EL
2,Zimt,TL
100,geriebener Gouda,g
5,Petersilie,Stiel(e)
,Salz,
2,Haselnüsse,EL
,Pfeffer,
"0,50",Schnittlauch,Bund
400,körniger Frischkäse,g
"0,50",Zitrone,
4,Öl,EL
"1,50",Kirschtomaten,kg
3,Knoblauchzehen,
2,Zucker,EL
4,Öl,EL
1,Olivenöl,EL
1,mittelscharfer Senf,EL
1,Gemüsezwiebel,
,Pfeffer,
200,körniger Frischkäse,g
,Salz,
"0,50",Basilikum,Bund
600,Gemüsebrühe,ml
100,Butter,g
650,"Rotkohl, abgetropft",g
100,Milch,ml
4,grünes Pesto,TL
320,REWE Bio Hähnchenbrustfilet,g
25,Zucker,g
4,Strudelteig,Blätter
2,"Äpfel, gewürfelt",Stück
1,rote Zwiebel,große
,Pfeffer,
800,frische Gnocchi,g
150,Feldsalat,g
1,säuerlicher Apfel,kleiner
50,Walnüsse,g
3,Olivenöl,EL
3,heller Balsamico,EL
1,Honig,EL
50,getrocknete Cranberries,g
200,Tomaten,g
1,Zucchini,
1,Zwiebel,
250,Graubrot,g
"0,50",Thymian,Bund
2,Margarine vegan,EL
200,Sojadrink,ml
150,Dr. Oetker Creme VEGA,g
,Salz,
,Salz,
,Pfeffer,
"0,25",Hokkaido-Kürbis,
1,rote Zwiebel,
100,Rucola,g
1,Flammkuchenteig,Packung(en)
150,Dr. Oetker Crème légère mit Gartenkräutern,g
,Salz,
,Pfeffer,
20,Parmesan,g
200,Champignons,g
1,Lauch,Stange(n)
1,Knoblauch,Zehe(n)
400,Hähnchenbrustfilet,g
1,Rapsöl,EL
,Salz,
,Pfeffer,
200,Gemüsebrühe,ml
150,Dr. Oetker Crème fraîche Kräuter,g
300,Spätzle (Kühlregal),g
500,Kartoffeln,g
2,Möhren,
1,Zucchini,
"0,50",Dill,Bund
4,Olivenöl,EL
,Salz,
,Pfeffer,
1,Zitrone,
"0,50",Butternutkürbis,
1,Dr. Oetker Crème fraîche,Becher
150,Frischkäse,g
150,Erdbeer-Himbeer-Joghurt,g
100,Pumpernickel,g
1,brauner Zucker,EL
200,Buttermilch,ml
3,Apfel-Mangomark (z. B. von REWE Bio),EL
150,Vanille-Joghurt,g
50,Rohrzucker (braun),g
1,Zimtstange,
5,Nelken,
1,Orange,
60,Kaffee,g
2,Koriander,Bund
1,Minze,Bund
1,brauner Zucker,EL
600,Hokkaido-Kürbis,g
1,Erdnussöl,EL
250,Mayonnaise,g
,Salz,
300,Mais,g
30,entsteinte grüne Oliven,g
185,"REWE Beste Wahl, Thunfisch-Filets",g
4,reife Avocados,
1,rote Paprika,
2,rote Chilischoten,
400,Erdbeeren,g
150,Zucker,g
100,Wasser,ml
2,unbehandelte Limetten,
200,Buttermilch,ml
150,Weizenmehl,g
50,"Hartweizenmehl (Pastamehl, grano duro)",g
8,Eier,
1,Knoblauchzehe,
1,kleine Zwiebel,
2,Butter,EL
425,REWE Beste Wahl Kichererbsen,g
1,Petersilie,Bund
300,REWE Beste Wahl TK Blattspinat,g
,Salz,
,Pfeffer,
1,Brötchen,
150,Milch,ml
200,rohe Kalbsbratwurst,g
6,Essig,EL
60,Öl,ml
1,Zucker,Prise(n)
1,große rote Zwiebel,
150,Dinkelmehl (Type 630),g
1,Salz,Prise(n)
1,Backpulver,TL
1,Ei,
55,Zucker,g
"1,50",Äpfel,kg
20,Speisestärke,g
250,Sahne,ml
3,Aprikosen-Marmelade (z. B. von REWE Bio),EL
500,Ananas,g
1,gemahlener Kreuzkümmel,TL
2,Bio Limetten,
,frischer schwarzer Pfeffer,
500,Mineralwasser,ml
,Eiswürfel,
125,"Bio Himbeeren, tiefgefroren",g
3,Kürbiskerne,EL
3,Sonnenblumenkerne,EL
1,Knoblauchzehe,
1,Thymian,Zweig(e)
1,Salz,Prise(n)
225,Butter,g
75,weiche Butter,g
1,Apfel,
120,brauner Zucker,g
240,Mehl,g
50,Zucker,g
1,Vanillezucker,Päckchen
2,Kaffeepulver Instant,EL
"0,50",Zimt,TL
"0,50",Lebkuchengewürz,TL
30,Sesamkörner,g
50,Sonnenblumenkerne,g
200,Cornflakes,g
1,Ei,
225,Zucker,g
1,Vanillemark,TL
"0,50",Natron,TL
260,Erdnussbutter,g
20,Butter,g
125,Butter,g
80,Zucker,g
1,Vanillezucker,Päckchen
100,Marzipan,g
3,Eigelb,
1,Ei,
300,Vollmilch-Schokolade (in Stücken),g
200,Zartbitter-Schokolade (in Stücken),g
100,gesalzene Erdnüsse,g
300,glutenfreies Mehl,g
"0,50",Xanthan,TL
100,Himbeer Gelee,g
2,Puderzucker,EL
250,Mehl,g
1,Backpulver,TL
1,Salz,Prise(n)
1,Rum oder Rumaroma,EL
1,Ei (Größe M),
125,Butter,g
15,Kakao,g
1,Milch,EL
150,Zucker,g
1,Vanillezucker,Packung(en)
,Backpapier,
125,Zucker,g
375,Mehl,g
270,Puderzucker,g
,Süßigkeiten für die Dekorationen,
3,Eier (Größe M),
250,Puderzucker,g
250,"Butter, zimmerwarm",g
1,Zitronenabrieb,TL
380,Mehl,g
1,Zitronensaft,TL
,pinke Lebensmittelfarbe,
,Foodmarker schwarz,
1,Ei (Größe M),
200,Marzipan–Rohmasse,g
60,Puderzucker,g
1,Mehl gehäuft,EL
1,Wasser,EL
1,"halbe Mandeln, enthäutet (alternativ gehen auch Mandelstifte)",Packung(en)
,Backpapier,
,Mehl für die Arbeitsfläche,
1,Ei,
250,Butter (weich),g
25,Zitronat,g
25,Belegkirschen,g
100,gehackte Haselnüsse,g
100,Honig,g
125,Milch,ml
60,Butter,g
100,Mandelblättchen,g
,Mehl für die Arbeitsfläche,
25,Orangeat,g
150,Zartbitterkuvertüre,g
1,Aprikosen,kg
100,Bärlauch,g
100,Bergkäse,g
2,Eier,
250,Sahne,ml
,Salz,
,Pfeffer,
,Chilipulver,
1,Butter,EL
1,Kartoffeln,kg
700,Kartoffeln (vorwiegend festkochend),g
1,Rindernierenfett / tierisches Fett,kg
1,Palmin,kg
,Salz,
1,neue Kartoffeln,kg
100,Zuckerschoten,g
1,Zitrone,
100,Radieschen,g
1,Dill,Handvoll
2,Schalotten,
1,Knoblauch,Zehe(n)
2,Senf,EL
1,REWE Bio Ahornsirup,TL
6,Rotweinessig,EL
100,Gemüsebrühe,ml
5,REWE Bio Olivenöl,EL
,Fett für die Form,etwas
,Salz,
1,Zwiebel,
2,Knoblauchzehen,
1,Olivenöl,EL
150,Taco Sauce,ml
2,Zucchini,große
100,"Mozzarella, gerieben",g
100,"Gouda, gerieben",g
2,Koriander,Stiel(e)
100,saure Sahne,g
350,Mehl,g
"2,50",Backpulver,TL
"0,50",Salz,TL
235,Butter,g
300,Zucker,g
375,"Hähnchen, gegart (Vortag oder Kühltheke)",g
1,"Kreuzkümmel, gemahlen",TL
2,Eier (Gr. M),
2,Chilipulver,TL
450,Puderzucker,g
150,Frischkäse,g
,grüne Lebensmittelfarbe,
300,Milch,ml
2,Vanille Extrakt,TL
18,Mini-Schokoküsse,
,Schokostreusel,
4,Backkakao,EL
1,Ei,
140,Zucker,g
80,Rapsöl,ml
300,Buttermilch,ml
100,Vollmilchschokolade,g
100,Butter,g
200,Puderzucker,g
1,Wasser,EL
,grüne Lebensmittelfarbe,
12,Zucker-Fußbälle,
1,Natron,TL
800,Kartoffeln,g
2,Zwiebel,
4,Kochschinken,Scheibe(n)
4,Eier,
30,Milch,ml
280,Mehl,g
2,Backpulver,TL
3,Butterschmalz,EL
25,Schnittlauch,g
4,Gewürzgurken,
,Paprika edelsüß,
1,rote Paprika,
,Pfeffer,
200,Rinderfilet,g
"0,50",Zucchini,
,Salz,
2,Schalotten,
2,Kürbiskernöl,EL
200,Lachsfilet,g
"0,50",Mango,
100,Champignons,g
1,gelbe Paprika,
1,grüne Paprika,
2,Sojasauce,EL
1,brauner Zucker,Prise(n)
"0,50",Zitrone,
2,frische Minze,Stiel(e)
450,Zucchini,g
150,Kartoffeln,g
1,Zwiebel,
4,Olivenöl,EL
"0,70",Gemüsebrühe,l
2,Paprikapulver (edelsüß),TL
