x|y|labels
-21.705148696899414|8.43491268157959|lila
-16.806743621826172|29.045137405395508|Paprikapulver
-20.978015899658203|21.225732803344727|Pflanzenöl
23.53624725341797|-9.829776763916016|mittelgroße
8.049795150756836|-2.2333436012268066|vorwiegend
-21.886552810668945|18.63850212097168|Erdnussöl
25.767250061035156|-15.143837928771973|sehr
23.53146743774414|-9.924175262451172|Handvoll
-17.737926483154297|28.181825637817383|ungesüßt
-8.343842506408691|-2.7990901470184326|gekocht
-16.49877166748047|29.759397506713867|Müsli
20.696796417236328|-6.840534687042236|BIO
